OBJECTID,Tract,ZIP,Population,CIscore4,CIscoreP4,Pollution,Pollution Score,Pollution Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Characteristics,Pop. Characteristics Score,Pop. Characteristics Pctl,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,City,AB1500,CES3_DAC,CES4_DAC,CES_Any_DAC,CES_AnyAnd_AB1550,tracttxt,HTCTop2,HTCTop,HTCTop2_and_CES_DAC,Shape__Area,Shape__Length,x,y
5939,6037190201,90028,2632,48.37377443,86.0186586,52.91406922,6.460797341,77.90914748,10.1,42.29309036,27.7,94.37000947,52.6,84.9120603,12.1,92.39979178,28.4,87.69328264,72.17869083,7.48727624,82.96772567,2.3936,84.2705,13.3359,37.8419,43.579,8.7386,1.4058,3.6854,0,4.7492,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037190201,Yes,Yes,Yes,226136.4199142456,2109.1136868969206,,
5941,6037408631,91745,5214,40.62103725,76.07160867,65.6215014,8.012372287,96.30367144,19.2,63.35105037,20.1,86.75057518,25.1,44.62311558,4.9,43.0895367,20.9,66.51457541,48.87367908,5.069789046,48.6132123,10.1841,76.6782,13.1377,58.784,8.4005,0.1534,0,31.6647,0,0.9973,Los Angeles,Hacienda Heights,Yes,Yes,Yes,Yes,Yes,6037408631,No,No,No,1482277.6632995605,5050.893222894164,,
5947,6037531504,90022,4250,60.49382815,96.00353001,56.07957535,6.847305011,84.55507156,46.8,94.62161478,16.8,80.98524834,53.7,85.76633166,13.7,95.28891202,27.7,86.28643853,85.16801759,8.834691613,96.73474534,16.0471,74.9882,8.9647,99.6706,0.1882,0,0,0,0,0.1412,Los Angeles,East Los Angeles,Yes,Yes,Yes,Yes,Yes,6037531504,Yes,Yes,Yes,500898.4792327881,3266.983823422061,,
5948,6037531503,90063,2753,56.06997648,93.28038326,62.38779015,7.617536785,93.59054138,46.7,94.58364971,25,92.36703207,56.1,88.31658291,5.4,49.85684539,21.9,70.22813688,70.95793331,7.360644007,81.36661624,21.5038,73.1929,5.3033,99.2009,0.4722,0,0.3269,0,0,0,Los Angeles,East Los Angeles,Yes,Yes,Yes,Yes,Yes,6037531503,Yes,Yes,Yes,1166871.615814209,4422.344711405712,,
5949,6037206031,90021,4131,44.18892955,81.0892587,75.16862431,9.178074098,99.58929683,3.7,14.78106808,9.5,59.79158208,26.7,48.02763819,2.8,14.39354503,15.2,39.69581749,46.41379349,4.814618958,44.94452849,4.9867,90.8981,4.1152,14.4759,40.9102,5.4224,0.2905,30.6463,2.1302,6.1244,Los Angeles,Los Angeles,No,Yes,Yes,Yes,No,6037206031,Yes,No,Yes,4734746.630493164,11279.323310974616,,
5950,6037186301,90065,2906,55.97413078,93.24256178,63.28483628,7.727065939,94.51151213,29.5,79.58744622,11.2,66.23359047,50.2,82.13567839,8.2,76.69182717,24.2,77.82002535,69.83254726,7.243904895,79.87897126,12.629,78.3207,9.0502,68.8919,17.6875,6.6414,0,4.4735,0,2.3056,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037186301,Yes,Yes,Yes,1161564.0277023315,5448.638927351944,,
5952,6037311801,91502,2873,42.14273708,78.2526475,72.71822026,8.878880249,99.141257,10.4,43.40673247,7.5,51.10299093,25.1,44.62311558,3.3,21.1087975,23.7,76.34980989,45.75617203,4.746402237,43.99899143,12.6349,78.0021,9.363,45.3185,37.6262,3.2022,0.6961,11.4166,0,1.7403,Los Angeles,Burbank,Yes,Yes,Yes,Yes,Yes,6037311801,No,No,No,588421.7304229736,3630.4817383683094,,
5953,6037980028,90045,0,,,67.57344986,8.250704806,97.31176105,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles,Los Angeles,No,Yes,No,Yes,No,6037980028,No,No,No,17364384.15888214,25107.13487007421,,
5961,6037407802,91744,3476,41.92403038,77.93746848,53.71231582,6.558263093,79.65152458,33.3,83.80156922,15.6,78.52212749,23.2,41.03015075,6.8,65.62988027,8,6.894803549,61.6253411,6.392550861,68.14170449,10.702,76.2658,13.0322,77.244,3.9701,1.2946,1.2083,14.7871,1.4097,0.0863,Los Angeles,Industry,Yes,Yes,Yes,Yes,Yes,6037407802,No,No,No,3132204.084411621,9523.991601258498,,
5963,6037127805,91405,3627,46.00001108,83.25769037,49.45487205,6.038430054,69.07280647,35,85.32017211,19.8,86.30396535,49.7,81.35678392,4.9,43.0895367,32.5,93.89100127,73.43769555,7.61787595,84.50579929,9.9807,75.5721,14.4472,66.0601,18.0039,7.8853,0,7.389,0.3309,0.3309,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037127805,Yes,Yes,Yes,614561.6276359558,4024.5351451820356,,
5964,6037127605,91406,4329,49.67809102,87.48108926,49.93391283,6.096920839,70.18046049,32.9,83.33333333,26.6,93.5985925,65.4,95.23869347,5.6,52.5247267,30.7,91.62230672,78.54878771,8.148062331,91.0110943,18.8265,78.748,2.4255,77.5699,8.2005,2.3331,0.6006,7.7616,0,3.5343,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037127605,Yes,Yes,Yes,648598.868598938,3221.4263002388157,,
5966,6037122122,91352,2728,62.13999758,96.57085224,69.10577302,8.437801159,98.00871189,53,97.64616553,20.2,86.89944512,65.9,95.50251256,5.6,52.5247267,39.3,98.35234474,70.99488979,7.364477595,81.40443772,16.6056,73.6437,9.7507,95.2346,3.9956,0,0,0.7698,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037122122,Yes,Yes,Yes,1033232.3964767456,4670.930113802568,,
5967,6037120105,91402,2832,51.99717457,90.02773575,53.87357158,6.577952389,79.98755445,37.8,88.09162237,27.3,94.13993775,59.3,91.16834171,7.2,69.13066111,33.5,95.00633714,76.20336753,7.904766027,88.28794755,12.6412,71.822,15.5367,76.024,5.685,1.2359,0,17.0551,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037120105,Yes,Yes,Yes,548826.7933502197,4794.870806101008,,
5970,6037320202,91340,6151,41.3526671,77.18103883,49.79513509,6.079976103,69.83198507,37.1,87.370286,13.4,72.51319529,34.9,61.64572864,2.8,14.39354503,22.3,71.57160963,65.56722403,6.801452242,73.87796268,15.0219,72.9637,12.0143,91.5949,6.568,0.1788,0,1.4632,0.0975,0.0975,Los Angeles,San Fernando,Yes,No,Yes,Yes,Yes,6037320202,No,No,No,1612577.5815086365,5638.959797373813,,
5971,6037980025,90745,0,,,66.74870756,8.150003935,96.88861232,,,,,,,,,,,,,,,,,,,,,,,,Los Angeles,Carson,No,Yes,No,Yes,No,6037980025,No,No,No,2951914.8596191406,9188.743761107338,,
5977,6037407801,91744,5727,45.54746257,82.63993949,56.05542932,6.844356786,84.49284381,27.7,77.23361174,7.4,50.5210448,21,36.28140704,7.5,71.66840187,19.4,60.55766793,64.15295878,6.654746968,71.67170953,12.5022,74.6639,12.8339,68.9192,3.1081,1.0477,0.1397,24.1837,0,2.6017,Los Angeles,Valinda,Yes,Yes,Yes,Yes,Yes,6037407801,No,No,No,1069653.977180481,3968.503848448454,,
5978,6037407602,91744,3993,47.3154804,84.80837115,54.8247585,6.694092124,81.99128811,30.3,80.57453809,7.9,52.88943023,41.6,71.54522613,9,81.68922436,18.9,58.22560203,68.13915023,7.068244584,77.55925366,7.4631,78.5625,13.9745,80.1152,2.3792,2.4042,0.6762,12.0962,1.3273,1.0018,Los Angeles,La Puente,Yes,Yes,Yes,Yes,Yes,6037407602,No,No,No,934836.8967208862,4106.334614893237,,
5979,6037407601,91744,4608,54.30538349,91.91880988,52.80901767,6.447970568,77.67268202,39,89.21791951,19.5,85.83028827,42.8,73.20351759,10.5,88.07912546,20.1,63.25728771,81.19045636,8.422089232,93.72163389,11.6319,83.0946,5.2734,83.7457,2.5608,1.4106,0,11.7188,0.5642,0,Los Angeles,La Puente,Yes,Yes,Yes,Yes,Yes,6037407601,Yes,Yes,Yes,784311.2714691162,3567.807523709184,,
5981,6037407501,91744,4257,40.70761677,76.17246596,50.27331145,6.138361343,71.03920348,32.4,82.91571754,19.3,85.53254838,38.9,67.44974874,5.4,49.85684539,20.6,65.18377693,63.93053978,6.631674888,71.38174483,12.638,76.016,11.346,78.4355,4.6042,1.292,0,15.5743,0,0.094,Los Angeles,Valinda,Yes,No,Yes,Yes,Yes,6037407501,No,No,No,1133028.4430541992,5183.333637152086,,
5983,6037406901,91746,4773,40.95632943,76.60110943,59.35457422,7.247181722,90.00622278,31.3,81.56162997,21.5,88.46934633,28.8,51.94723618,5,44.35190005,19.4,60.55766793,54.47999014,5.651345723,56.84568835,15.3153,72.6168,12.0679,77.1632,3.415,2.0532,0,16.3629,0,1.0057,Los Angeles,West Puente Valley,No,No,Yes,Yes,No,6037406901,No,No,No,956488.9832763672,4942.608842747566,,
5985,6037320201,91340,4049,51.57484021,89.52344932,49.97874491,6.102394826,70.34225264,34.2,84.4722855,21.9,89.03775883,53.5,85.55276382,,,40.8,98.87198986,81.47469288,8.451573797,94.01159859,15.6335,74.9568,9.4097,95.7273,3.6305,0,0,0,0,0.6421,Los Angeles,San Fernando,Yes,Yes,Yes,Yes,Yes,6037320201,Yes,Yes,Yes,919887.1871376038,5002.124265328277,,
5987,6037310601,91504,6383,51.25034576,89.15784165,69.90528025,8.535420833,98.41941506,8.6,36.56036446,7.6,51.50899986,24.7,43.89447236,8.7,79.72410203,25,80.13941698,57.88379613,6.004431037,62.25416036,13.7553,73.3824,12.8623,23.8289,46.4202,4.7157,0,15.2593,0,9.776,Los Angeles,Burbank,Yes,Yes,Yes,Yes,Yes,6037310601,Yes,No,Yes,1029676.457939148,5718.810728122646,,
5988,6037310501,91504,4066,54.16864704,91.76752395,70.06764214,8.555245187,98.46919726,14,53.12579094,6.9,48.19326025,36.3,63.64321608,7,67.47787611,27.4,85.75411914,61.03805298,6.331629994,67.19616742,13.576,77.275,9.149,47.7865,27.7668,6.9356,0.9592,15.273,0,1.2789,Los Angeles,Burbank,Yes,Yes,Yes,Yes,Yes,6037310501,No,No,No,1967995.5253067017,7606.067590216006,,
5991,6037302504,91205,4273,53.23182987,91.06152295,51.50622118,6.288899375,74.22526447,19.1,63.19919008,33.8,97.17147111,60.5,92.02261307,11.5,91.12441437,41.4,99.02408112,81.59844709,8.464411131,94.11245587,8.3548,77.627,14.0183,30.7044,54.0838,0.8425,0,11.9588,0,2.4105,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037302504,Yes,Yes,Yes,377430.17879486084,3487.945055436505,,
5992,6037302503,91205,4290,51.92336645,89.93948563,52.91197678,6.460541856,77.88425638,14.4,54.07491774,34.1,97.34740831,49.5,81.14321608,7.9,74.7397189,40.4,98.69455006,77.47811424,8.036998693,89.58648512,10.4196,73.1002,16.4802,21.9347,61.9814,0,0,14.9883,0,1.0956,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037302503,Yes,Yes,Yes,328285.13259887695,3037.2025788257088,,
5993,6037302401,91204,7395,68.86390568,98.85274836,69.68068786,8.507998146,98.282514,21,66.46418628,36.9,98.10529165,53.8,85.87939698,13.2,94.66423738,41,98.93536122,78.02780823,8.094019826,90.33030761,11.3185,74.4422,14.2394,33.2252,50.9533,2.664,0,12.5896,0,0.568,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037302401,Yes,Yes,Yes,1364192.4252624512,5481.467001518099,,
5994,6037980015,90731,671,26.13032343,51.1598588,64.82625515,7.915272878,95.74362166,24.1,71.55150595,,,18.8,31.54522613,,,,,31.82467942,3.301253643,22.4533535,11.4754,83.6066,4.918,28.465,9.389,35.4694,0,19.6721,0.149,6.8554,Los Angeles,Los Angeles,Yes,Yes,No,Yes,Yes,6037980015,Yes,No,Yes,5496150.599784851,10828.966695923375,,
5999,6037408630,91745,2510,39.46776698,74.10489158,68.28350193,8.337402023,97.61045426,28.4,78.13211845,8.2,54.22925971,28.6,51.57035176,1.8,4.893284748,22.5,72.16730038,45.63488455,4.733820784,43.77206253,11.9124,74.2231,13.8645,75.6574,4.2629,0,0,17.4502,0,2.6295,Los Angeles,Hacienda Heights,Yes,Yes,No,Yes,Yes,6037408630,No,No,No,679584.0887451172,3851.6139348215024,,
6001,6037408138,91744,5432,39.85142756,74.74785678,53.22200563,6.498396316,78.61854387,38.4,88.71171855,13,71.38990391,38.9,67.44974874,5.1,45.78344612,18.3,55.48795944,59.11842202,6.13250187,64.13262733,13.5125,72.9381,13.5493,89.12,4.7128,0.7364,0,4.6024,0,0.8284,Los Angeles,South San Jose Hills,Yes,Yes,Yes,Yes,Yes,6037408138,No,No,No,887617.4584732056,4832.690245587022,,
6010,6037302004,91206,4151,41.77981406,77.77357539,52.37822194,6.395370495,76.50280025,14.3,53.87243736,39.3,98.41656516,44.6,75.51507538,6.4,61.53045289,33.4,94.91761724,62.9775756,6.532821529,70.17145739,8.9858,73.0426,17.9716,18.5257,57.7933,2.6018,0,19.0075,0,2.0718,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037302004,Yes,Yes,Yes,339582.9512786865,2351.027899862129,,
6011,6037302003,91206,3665,39.00742452,73.47453354,54.16284679,6.613272835,80.59738643,13.4,51.73373829,26.9,93.89633239,35.3,62.24874372,4.1,32.27485685,39.9,98.60583016,56.86119475,5.898354037,60.76651538,8.2947,74.543,17.1623,10.5593,67.8854,0.8186,0,17.8172,0.2456,2.6739,Los Angeles,Glendale,Yes,Yes,No,Yes,Yes,6037302003,Yes,No,Yes,236124.83096313477,2016.5771113927199,,
6012,6037301802,91203,4516,42.49012637,78.66868381,62.4216276,7.621668332,93.60298693,10.8,44.64692483,29.8,95.57450264,29.5,53.04020101,5.9,56.19469027,34.9,96.03295311,53.74315039,5.574911492,55.67322239,7.7059,78.698,13.5961,12.0461,63.7954,1.7936,0,18.9991,0,3.3658,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037301802,Yes,Yes,Yes,477075.05418014526,2878.2226009945425,,
6013,6037301801,91203,5258,47.9765041,85.4387292,62.31184988,7.608264493,93.52831363,11.6,47.08934447,28.3,94.78955204,33.3,59.08291457,5.9,56.19469027,30.6,91.45754119,60.78943979,6.305840726,66.65405951,11.0688,75.5991,13.3321,21.0917,46.9,1.2362,0,23.8113,1.2172,5.7436,Los Angeles,Glendale,Yes,Yes,Yes,Yes,Yes,6037301801,Yes,Yes,Yes,728347.3346099854,3393.1161493109844,,
6015,6037503105,90604,4228,39.45192325,74.07967726,51.98659132,6.347552475,75.59427505,20.1,65.03416856,7.6,51.50899986,22.9,40.33919598,4.5,37.71473191,19.8,61.9391635,59.91658106,6.215296906,65.51941503,16.0123,75.1183,8.8694,81.7644,13.1031,0.0946,0,4.1627,0,0.8751,Los Angeles,South Whittier,Yes,Yes,No,Yes,Yes,6037503105,No,No,No,1112891.9394226074,5113.929906208903,,
6016,6037503103,90605,5204,41.27052299,77.04236006,50.71621071,6.192439254,72.03484754,21.7,67.60313845,7.5,51.10299093,34.3,60.61557789,8.9,81.01249349,24,77.21166033,64.24855455,6.664663357,71.8103883,14.4889,72.3866,13.1245,85.2421,8.4166,0.1153,0,6.226,0,0,Los Angeles,South Whittier,No,No,Yes,Yes,No,6037503103,No,No,No,1085815.8936920166,4714.814137257301,,
6017,6037502801,90670,6468,40.75711309,76.29853757,60.85732547,7.430667352,91.97261979,16.5,58.69400152,4.5,34.64609555,23.8,42.2361809,1.8,4.893284748,19.1,59.27756654,52.87626115,5.484986901,54.60161372,11.8275,74.9382,13.2344,82.5758,13.7137,0.4329,0,2.5819,0,0.6957,Los Angeles,Santa Fe Springs,No,No,Yes,Yes,No,6037502801,No,No,No,2202670.8925476074,6047.260771363421,,
6018,6037502005,90605,4930,40.3173841,75.5168936,46.29950759,5.65316068,60.42314872,14.1,53.40420147,9,57.76153742,38.6,67.01005025,9,81.68922436,25.8,82.15462611,68.7521305,7.131830561,78.51739788,13.8945,72.9817,13.1237,70.7302,20.426,1.3793,0,1.8256,0,5.6389,Los Angeles,South Whittier,Yes,No,Yes,Yes,Yes,6037502005,No,No,No,1061435.6735916138,4978.52114566565,,
6019,6037502004,90602,4251,46.42056962,83.77458396,58.62475193,7.158070566,88.94835096,24.7,72.63983802,13.8,73.73122209,36.8,64.3718593,3.5,23.7506507,21.6,69.15082383,62.51721658,6.485067337,69.56631367,8.4215,79.5813,11.9972,86.0268,5.3399,1.3173,0,4.5872,0,2.7288,Los Angeles,Whittier,Yes,Yes,Yes,Yes,Yes,6037502004,No,No,No,1338885.6400756836,5353.265453102143,,
6032,6037552002,90650,3409,45.47567396,82.55168936,50.31116058,6.142982714,71.13876789,23.6,70.83016958,10.3,63.03965354,32.1,57.13567839,6.9,66.60593441,22.1,70.81115336,71.36495478,7.402865363,81.89611699,10.6189,79.0848,10.2963,61.8363,7.7735,8.9469,0,20.1232,0.4107,0.9094,Los Angeles,Norwalk,Yes,Yes,Yes,Yes,Yes,6037552002,Yes,No,Yes,706598.641204834,3524.335904073425,,
6033,6037552001,90650,4188,40.25237048,75.37821483,51.48127634,6.285853616,74.13814561,22.5,69.19767148,6.4,45.37826499,26.6,47.75125628,4.4,36.4393545,14.8,37.47782003,61.73228355,6.403644269,68.30559758,14.3505,73.9016,11.7479,72.1824,7.6409,6.4231,0.3104,11.8672,0,1.5759,Los Angeles,Norwalk,No,No,Yes,Yes,No,6037552001,No,No,No,802645.7018814087,3772.8465428338436,,
6034,6037502003,90602,2634,38.96646592,73.38628341,55.40387469,6.764802095,83.13627878,29,78.92938497,4.7,35.99945865,38,66.10552764,2.9,15.83810515,21.9,70.22813688,55.52915533,5.760178254,58.63590519,9.9848,80.6758,9.3394,82.9916,11.6553,0.6074,0,1.3288,0,3.4169,Los Angeles,Whittier,Yes,Yes,No,Yes,Yes,6037502003,No,No,No,643113.2204818726,3251.533259809216,,
6035,6037501804,90602,2175,47.00088478,84.46797781,51.62573812,6.303492371,74.58618544,14.9,55.13793976,5.8,42.1166599,45.6,76.98492462,2.8,14.39354503,25.1,80.46894804,71.88031076,7.456324528,82.62733232,20.092,68.6897,11.2184,80.2759,13.5632,1.5632,0,3.1724,0,1.4253,Los Angeles,Whittier,Yes,Yes,Yes,Yes,Yes,6037501804,Yes,No,Yes,529253.6317520142,3392.540178519543,,
6036,6037501803,90602,4427,47.86890594,85.31265759,56.08479588,6.847942437,84.57996266,21,66.46418628,8.3,54.58113412,54.2,86.21859296,4.6,39.21134826,31.5,92.63624842,67.38737584,6.990261145,76.50025214,14.7504,78.7892,6.4604,87.3052,8.2223,0.497,0.384,1.0165,0,2.5751,Los Angeles,Whittier,Yes,Yes,Yes,Yes,Yes,6037501803,Yes,No,Yes,589826.1729431152,3387.9648450715563,,
6038,6037104822,91331,2839,58.96326919,95.08320726,67.43634213,8.233963979,97.21219664,54.4,98.11440142,22.1,89.22722967,48.6,80.33919598,5.8,55.0234253,31.5,92.63624842,69.0331572,7.160982164,78.94604135,16.0972,75.3082,8.5946,90.6305,2.3952,1.2328,0,5.0018,0,0.7397,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037104822,Yes,Yes,Yes,609682.796672821,4212.762586688551,,
6039,6037104403,91331,3341,58.90186209,95.05799294,59.83630749,7.306001259,90.57871811,36.5,86.86408504,16.1,79.59128434,35.5,62.47487437,6.6,63.41749089,29.1,89.08745247,77.72029241,8.062120441,89.88905698,11.4038,75.4565,13.1398,95.5103,0.449,0,0,4.0407,0,0,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037104403,Yes,No,Yes,693873.8166923523,4896.3222396436,,
6052,6037551401,90241,4582,47.00712723,84.48058497,62.17556772,7.591624468,93.40385812,18.8,62.68033409,6.5,46.00081202,32.2,57.29899497,9.4,83.62831858,13.7,31.73637516,59.69172615,6.191972143,65.17902168,11.7852,77.1934,11.0214,79.1576,9.952,4.1903,0.5456,6.1545,0,0,Los Angeles,Downey,Yes,Yes,Yes,Yes,Yes,6037551401,No,No,No,739515.0953979492,3572.231947564911,,
6053,6037551102,90242,5427,51.44674715,89.39737771,69.48084901,8.483597863,98.2078407,22.8,69.64059732,10.4,63.29679253,41.1,70.66582915,4.2,33.57626236,21.8,69.9112801,58.46056262,6.064260468,63.16187595,13.2301,80.7076,6.0623,81.8132,6.4677,4.6987,0,6.265,0,0.7555,Los Angeles,Downey,Yes,Yes,Yes,Yes,Yes,6037551102,Yes,No,Yes,1684872.1667175293,6287.764910634184,,
6054,6037551101,90242,3964,43.12415262,79.68986384,63.11210301,7.705975241,94.28749222,20.3,65.32523412,14.6,76.32967925,48.8,80.51507538,3.7,26.86100989,21.8,69.9112801,53.94834288,5.596196622,55.97579425,18.2896,74.3693,7.3411,77.6741,5.222,5.5499,0,10.4188,0,1.1352,Los Angeles,Downey,Yes,Yes,Yes,Yes,Yes,6037551101,Yes,Yes,Yes,1684498.0917816162,6705.869281778068,,
6058,6037240401,90044,6379,55.68309666,93.01563288,52.96664353,6.467216654,78.07093964,45.7,94.09010377,16.3,80.0108269,54.9,87.08542714,5.6,52.5247267,36,96.83143219,83.00248852,8.610055863,95.28492184,17.1971,77.9433,4.8597,80.6866,0.1568,18.3101,0,0.7211,0,0.1254,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037240401,Yes,Yes,Yes,691019.6787185669,3446.9204678381725,,
6059,6037237102,90044,3407,60.88944811,96.19263742,59.33467119,7.244751566,89.93154947,50.6,96.77296887,17.9,83.11002842,62.8,93.55527638,,,38.9,98.18757921,81.02213524,8.404628861,93.54513364,17.875,73.936,8.189,80.8042,1.1154,16.7009,0,0.6751,0,0.7044,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037237102,Yes,Yes,Yes,459436.2576599121,2746.2268555113124,,
6061,6037211122,90004,3163,41.99655203,78.01311145,59.59540715,7.276587375,90.31736154,19.6,64.09769679,23.4,90.70239545,56.5,88.61809045,0.4,0.195210828,26.1,82.78833967,55.63793864,5.771462619,58.85022693,11.5081,81.3468,7.1451,31.742,21.1508,5.4695,0.0948,40.4363,0,1.1065,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037211122,Yes,Yes,Yes,363066.193397522,2514.507600379622,,
6062,6037207103,90012,2393,60.631831,96.09178013,67.17525115,8.202084822,97.06285003,44.6,93.35611238,50.8,99.48572202,61.9,92.93969849,14,95.71837585,34.8,95.96958175,71.26258489,7.392246278,81.75743822,8.0234,65.9423,26.0343,7.5219,7.5637,2.3819,0.2089,80.9862,0,1.3372,Los Angeles,Los Angeles,Yes,Yes,Yes,Yes,Yes,6037207103,Yes,Yes,Yes,324297.71548461914,2931.772875701466,,
6069,6037534803,90255,4589,50.64259886,88.52748361,49.15405636,6.001700518,68.23895457,52,97.3171349,30.8,95.9940452,49,80.64070352,4.8,41.8401874,31.7,92.83903676,81.34424042,8.438041637,93.8477055,12.835,76.727,10.438,97.08,0.7845,0,0,1.8305,0,0.3051,Los Angeles,Walnut Park,Yes,Yes,Yes,Yes,Yes,6037534803,Yes,No,Yes,609337.568901062,4308.379202885593,,
6070,6037533902,90201,4049,62.81366077,97.02471004,63.62651717,7.768785108,94.7479776,46.4,94.46975449,13.7,73.36581405,58.8,90.74120603,5.5,51.26236335,30.9,91.90114068,77.9446193,8.085390431,90.22945033,13.9788,80.1185,5.9027,98.2465,1.5312,0,0,0,0.2223,0,Los Angeles,Bell Gardens,Yes,Yes,Yes,Yes,Yes,6037533902,Yes,No,Yes,764588.1043624878,4403.462081466401,,
6071,6037534802,90255,3136,47.34750622,84.8587998,43.56984328,5.31986921,52.9807094,53.5,97.83599089,22.3,89.52496955,49.8,81.49497487,7.4,70.90057262,27.2,85.27249683,85.79881676,8.90012599,97.1633888,12.1173,75.4783,12.4043,97.5765,1.3074,0.1913,0,0,0,0.9247,Los Angeles,Walnut Park,Yes,Yes,Yes,Yes,Yes,6037534802,Yes,Yes,Yes,403612.4925994873,2664.3569989667094,,
6072,6037534406,90201,5027,59.435882,95.32274332,62.19498888,7.593995788,93.42874922,55.3,98.39281195,19.4,85.73555285,64,94.33417085,8.4,77.7589797,31,92.0278834,75.45074007,7.826694096,87.20373172,18.341,76.0095,5.6495,98.8462,0.9747,0.179,0,0,0,0,Los Angeles,Cudahy,Yes,Yes,Yes,Yes,Yes,6037534406,Yes,Yes,Yes,389447.0041503906,2835.7029652603255,,
6073,6037534405,90201,4351,63.82771879,97.41553202,62.31694755,7.608886917,93.55320473,44,92.87522146,21.3,88.14453918,67.7,96.50753769,6.8,65.62988027,32.2,93.46007605,80.8673734,8.388575028,93.35602622,18.6854,74.6725,6.6422,97.5408,0.7125,0.2528,0.2068,0.7355,0,0.5516,Los Angeles,Cudahy,Yes,Yes,Yes,Yes,Yes,6037534405,Yes,Yes,Yes,532311.1305923462,3214.041141312338,,
6074,6037533703,90270,5259,64.41346305,97.59203227,67.49867637,8.241574978,97.23708774,51.2,97.07668945,24.8,92.12342672,42.8,73.20351759,12.3,92.88131182,25.9,82.40811153,75.34450409,7.815673973,87.09026727,14.2042,77.5242,8.2715,100,0,0,0,0,0,0,Los Angeles,Maywood,Yes,Yes,Yes,Yes,Yes,6037533703,Yes,Yes,Yes,851197.3236618042,4953.2172546900265,,
6075,6037533403,90270,2848,62.44212141,96.75995966,65.35449794,7.979771217,96.10454263,44.6,93.35611238,33.3,96.95493301,40.3,69.56030151,7.3,69.9765747,28.1,86.98352345,75.43490596,7.825051585,87.1785174,14.2907,72.3666,13.3427,94.698,2.2121,1.6152,0,1.4747,0,0,Los Angeles,Maywood,Yes,Yes,Yes,Yes,Yes,6037533403,Yes,Yes,Yes,473101.91009521484,3773.959445210116,,
6076,6037533402,90270,4240,52.51956484,90.51941503,55.14046669,6.732640031,82.6757934,50.6,96.77296887,21.9,89.03775883,60.9,92.26130653,9.1,82.32691307,29,88.87198986,75.20052424,7.800738582,86.8885527,17.0283,76.0613,6.9104,98.6321,1.3679,0,0,0,0,0,Los Angeles,Maywood,Yes,Yes,Yes,Yes,Yes,6037533402,Yes,Yes,Yes,487526.21726226807,2988.3643402087887,,
6077,6037533300,90270,3346,57.5679893,94.26374181,59.79587283,7.301064195,90.5040448,52.7,97.51961529,28.6,95.00609013,63.8,94.23366834,6.1,58.35502343,25.2,80.747782,76.01162865,7.884876472,87.98537569,21.5182,73.7597,4.7221,97.9976,1.2552,0.3586,0,0,0,0.3885,Los Angeles,Maywood,Yes,Yes,Yes,Yes,Yes,6037533300,Yes,Yes,Yes,347580.31843566895,2592.9476379093867,,
6079,6037113422,91306,6306,38.58134629,72.99546142,51.03064274,6.230831343,72.85625389,16.4,58.50417616,12,68.65611043,33.1,58.79396985,4.9,43.0895367,19.6,61.25475285,59.69205445,6.192006198,65.19162885,12.2899,73.4697,14.2404,42.3723,34.5861,4.6464,0.4916,14.6686,0,3.235,Los Angeles,Los Angeles,No,Yes,No,Yes,No,6037113422,No,No,No,1529899.5768318176,5538.042791547816,,
6081,6037502302,90606,2970,55.23958607,92.6878467,67.89479526,8.289941015,97.46110765,37.1,87.370286,27.5,94.26174042,47.5,79.13316583,10.1,86.75169183,17.6,52.09125475,64.2368327,6.66344742,71.79778114,12.3232,78.2155,9.4613,89.4276,5.7912,2.1549,0,1.7508,0,0.8754,Los Angeles,West Whittier-Los Nietos,Yes,Yes,Yes,Yes,Yes,6037502302,Yes,Yes,Yes,750815.1039810181,4277.156330611056,,
