OBJECTID,Tract,ZIP,Population,CIscore4,CIscoreP4,Pollution,Pollution Score,Pollution Pctl,Education,Education Pctl,Linguistic Isolation,Linguistic Isolation Pctl,Poverty,Poverty Pctl,Unemployment,Unemployment Pctl,Housing Burden,Housing Burden Pctl,Pop. Characteristics,Pop. Characteristics Score,Pop. Characteristics Pctl,Child_10,Pop_10_64,Elderly_65,Hispanic,White,African_American,Native_American,Asian_American,Pacific_Islander,Other_Multiple,County,City,AB1500,CES3_DAC,CES4_DAC,CES_Any_DAC,CES_AnyAnd_AB1550,tracttxt,HTCTop2,HTCTop,HTCTop2_and_CES_DAC,Shape__Area,Shape__Length,x,y
350,6059011601,92832,8430,58.3342528,94.65456379,66.02564908,8.061718638,96.57747355,36.6,86.95267021,24.9,92.2046285,56.3,88.42964824,12.4,93.0895367,21.1,67.26235741,69.75593216,7.23595742,79.71507816,17.3072,74.484,8.2088,75.7177,11.6963,5.3262,0.3203,5.9193,0.2491,0.7711,Orange ,Fullerton,Yes,Yes,Yes,Yes,Yes,6059011601,Yes,Yes,Yes,1164043.2999801636,4473.881317765363,,
351,6059011602,92831,5314,50.19924703,88.07362582,75.82507802,9.258226966,99.68886123,39.4,89.52164009,11.3,66.59899851,49.1,80.77889447,5.6,52.5247267,17.6,52.09125475,52.27024356,5.42212318,53.80736258,12.006,74.012,13.9819,79.7892,12.7776,1.7689,0,4.6481,0,1.0162,Orange ,Fullerton,Yes,Yes,Yes,Yes,Yes,6059011602,No,No,No,5676727.940940857,11226.571016751655,,
353,6059086602,92801,6447,40.09818091,75.10085729,54.18795481,6.616338519,80.65961419,30.5,80.76436345,11.3,66.59899851,39.9,69.08291457,4.5,37.71473191,24.6,79.06210393,58.42410896,6.060479039,63.09884014,15.2474,76.6558,8.0968,66.9148,17.4345,2.1095,0,11.2766,0,2.2646,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059086602,Yes,No,Yes,1144033.5828475952,4874.110500517352,,
354,6059001103,90631,4594,42.26464242,78.4165406,58.69707076,7.16690068,89.04791537,12.6,49.77220957,14.6,76.32967925,24,42.61306533,8.1,76.05413847,32.3,93.58681876,56.85006389,5.897199404,60.7286939,14.889,72.2899,12.8211,58.2281,25.9469,3.8746,0.283,11.1885,0,0.4789,Orange ,La Habra,Yes,No,Yes,Yes,Yes,6059001103,Yes,No,Yes,1343962.8108901978,5743.268098511966,,
357,6059110402,90620,5588,43.12353276,79.67725668,55.92454056,6.828375294,84.23148724,25.1,73.42444951,14,74.44850453,39.6,68.63065327,6.4,61.53045289,21.5,68.93536122,60.88104433,6.315343094,66.78013111,14.1732,72.2799,13.5469,54.9213,14.3701,4.4739,0,24.2842,0.0537,1.8969,Orange ,Buena Park,Yes,No,Yes,Yes,Yes,6059110402,Yes,No,Yes,1967185.3025665283,6486.5847558197565,,
358,6059088602,92843,4488,39.81426939,74.69742814,51.07623635,6.236398313,72.99315495,21,66.46418628,21.4,88.34754365,30.8,55.11306533,4.3,35.02082249,13.9,32.71229404,61.54461359,6.384176794,68.05345436,12.6337,74.5098,12.8565,36.9207,20.1426,0.9358,0.8913,39.7504,0,1.3592,Orange ,Garden Grove,Yes,No,Yes,Yes,Yes,6059088602,No,No,No,1303977.8195648193,5410.628066700923,,
389,6059099402,92647,8190,38.92332279,73.33585477,61.65549432,7.52812361,92.91848164,29.3,79.4229309,7.5,51.10299093,53.5,85.55276382,1.4,2.732951588,38.7,98.12420786,49.84347472,5.170388374,50.0630358,19.5238,72.1612,8.315,66.1416,20.3541,0.4151,3.9927,7.4847,0.2198,1.3919,Orange ,Huntington Beach,Yes,Yes,No,Yes,Yes,6059099402,Yes,No,Yes,2594833.104362488,6489.683959029491,,
391,6059086601,92801,9185,51.65006736,89.61169945,61.92708673,7.561284989,93.15494711,38.1,88.39534295,20,86.56110434,45.5,76.8718593,7.2,69.13066111,28.4,87.69328264,65.85070504,6.830858437,74.24357035,15.5906,78.1818,6.2275,81.6766,7.2074,3.2118,0,6.8481,0.2613,0.7948,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059086601,Yes,Yes,Yes,1298889.5536651611,4887.3609702142,,
431,6059087200,92801,7725,40.50028336,75.8698941,61.89606727,7.557497519,93.1051649,26.8,76.04403948,14.2,75.19285424,33.1,58.79396985,4.5,37.71473191,27,84.86692015,51.66128359,5.358954238,52.95007564,12.2201,76.3107,11.4693,61.1521,24.712,3.2621,0,9.2168,0.7508,0.9061,Orange ,Anaheim,Yes,No,Yes,Yes,Yes,6059087200,No,No,No,2149576.8550186157,6388.408074447267,,
432,6059086501,92805,4254,48.76531311,86.45990923,67.04459002,8.186131124,97.01306783,36.4,86.72487978,9.2,58.57355528,50.4,82.36180905,3.3,21.1087975,27,84.86692015,57.42717654,5.957064744,61.54815935,15.2562,76.9158,7.8279,79.5487,17.5835,0.4937,0,1.5515,0,0.8228,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059086501,No,No,No,1420335.243774414,5544.7430070428845,,
437,6059086702,92801,8069,62.78125969,96.99949571,64.60187662,7.887876304,95.54449284,32.3,82.77651228,17.9,83.11002842,39,67.61306533,6.7,64.51067153,25.3,81.03929024,76.72821202,7.959209458,88.86787695,16.0491,79.4646,4.4863,70.554,13.0004,3.0611,1.5491,9.741,0,2.0944,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059086702,Yes,Yes,Yes,1153085.4990997314,5326.472786318947,,
456,6059087405,92805,5627,63.75987096,97.3903177,65.68567145,8.020207437,96.35345364,41.6,91.09086307,12.2,69.22452294,61.1,92.37437186,10.5,88.07912546,31.4,92.48415716,76.63849584,7.949902974,88.74180535,17.7181,76.8438,5.4381,85.8006,9.0101,0.853,0,4.3362,0,0,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059087405,Yes,Yes,Yes,1158175.5110321045,5588.4903106609945,,
462,6059110603,90621,8669,54.65560319,92.25920323,66.5452256,8.125158828,96.73926571,31.6,81.92862566,21.4,88.34754365,45.8,77.19849246,9,81.68922436,30.2,90.87452471,64.8467144,6.726711975,72.7433182,14.4653,77.8521,7.6825,60.3184,17.0377,0.9805,0.2076,20.5214,0,0.9344,Orange ,Buena Park,Yes,Yes,Yes,Yes,Yes,6059110603,Yes,Yes,Yes,1915309.5953445435,6838.044314165901,,
468,6059087102,92801,7084,49.82379274,87.64498235,60.70695119,7.412306682,91.77349098,16.9,59.56719818,7.8,52.51048856,42.3,72.57537688,6.2,59.38313378,27.4,85.75411914,64.79903653,6.72176623,72.60463944,18.0689,77.8515,4.0796,66.3608,12.1118,6.7476,2.0751,10.8837,0,1.821,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059087102,Yes,No,Yes,1464866.710067749,5389.151736884609,,
528,6059099601,92683,7230,51.94395119,89.96469995,62.64830579,7.649345693,93.82700685,21.9,68.03340926,24.2,91.5956151,50.2,82.13567839,6.8,65.62988027,26.2,83.07984791,65.46298999,6.790639785,73.70146243,15.2282,72.5311,12.2407,36.5698,18.2849,0.6501,0.2905,40.6777,2.6418,0.8852,Orange ,Westminster,Yes,Yes,Yes,Yes,Yes,6059099601,Yes,No,Yes,3236022.267478943,8102.931717967658,,
571,6059087401,92805,4946,45.95443016,83.1820474,63.19168065,7.715691656,94.38705663,15.4,56.16299671,3,23.76505616,23.7,42.11055276,5.4,49.85684539,15.1,39.20152091,57.41662567,5.955970276,61.53555219,15.6288,76.9309,7.4404,46.4011,21.2495,1.5568,0.0202,27.7396,0,3.0328,Orange ,Anaheim,No,Yes,Yes,Yes,No,6059087401,No,No,No,1023943.9034042358,5087.034112638018,,
573,6059089105,92703,6889,43.85724351,80.62279375,48.06381508,5.868582275,65.21468575,49.2,96.11490762,19.4,85.73555285,59.4,91.26884422,7.5,71.66840187,21.2,67.71863118,72.04324706,7.473226319,82.8290469,15.4739,77.602,6.9241,90.376,1.4661,0,0,8.1579,0,0,Orange ,Santa Ana,No,No,Yes,Yes,No,6059089105,Yes,Yes,Yes,1219840.0779571533,4324.492678023617,,
577,6059087805,92804,7494,38.09103424,72.28946041,59.10466445,7.216667789,89.71997511,27.8,77.33485194,12.7,70.52375152,40.2,69.48492462,9,81.68922436,19,58.77059569,50.88282266,5.278202538,51.75239536,15.4123,77.7155,6.8722,55.2175,17.494,5.044,0,18.1078,3.0157,1.1209,Orange ,Stanton,Yes,Yes,No,Yes,Yes,6059087805,Yes,No,Yes,1309793.8949432373,4846.9583839169845,,
592,6059074106,92704,6719,40.40119514,75.69339385,58.90024153,7.191707792,89.42128189,27.1,76.42369021,5.9,42.80687508,37.4,65.27638191,4.1,32.27485685,15.4,40.89987326,54.15609276,5.617747038,56.32879476,14.3474,78.7915,6.8611,71.3053,17.7854,1.3544,0,8.8406,0,0.7144,Orange ,Santa Ana,Yes,No,Yes,Yes,Yes,6059074106,No,No,No,3859994.934288025,8630.260203531157,,
593,6059074108,92704,4939,45.041254,82.03479576,58.86061509,7.186869411,89.35905414,47,94.72285497,8.7,56.3134389,35.2,62.07286432,2.7,13.1832379,14.8,37.47782003,60.41654192,6.267159096,66.22541604,11.7838,78.5989,9.6173,85.8473,5.5477,1.0326,0,7.5724,0,0,Orange ,Santa Ana,Yes,Yes,Yes,Yes,Yes,6059074108,No,No,No,2147895.063484192,6068.761568926791,,
596,6059099702,92655,7897,40.10506294,75.11346445,53.24707311,6.50145705,78.70566273,22.1,68.41305998,26.6,93.5985925,32.7,58.22864322,9,81.68922436,24,77.21166033,59.46667393,6.168626913,64.80080686,10.7509,72.2046,17.0444,19.9696,23.5153,0.9751,0,54.5017,0,1.0384,Orange ,Midway City,Yes,No,Yes,Yes,Yes,6059099702,No,No,No,1958291.046157837,6478.02949680721,,
598,6059099802,92683,5472,50.7351547,88.60312658,56.33212211,6.878140921,85.01555694,25.5,74.17109593,28.1,94.62714846,57.9,90.05025126,5.7,53.8912025,35,96.08365019,71.10875313,7.376288925,81.55572365,7.9313,71.6374,20.4313,42.818,12.7924,1.2061,0,41.6849,0.2558,1.2427,Orange ,Westminster,Yes,Yes,Yes,Yes,Yes,6059099802,Yes,Yes,Yes,996902.7049026489,4181.723284303999,,
601,6059001404,90631,3934,54.80468297,92.36006051,63.91557417,7.80407891,94.99688861,27.3,76.63882561,9.3,58.95249695,57.1,89.2839196,11.4,90.86413326,18,54.06844106,67.6988298,7.022569043,76.91628845,13.7773,81.0117,5.211,81.0625,14.5399,0.3813,0,3.2537,0,0.7626,Orange ,La Habra,Yes,Yes,Yes,Yes,Yes,6059001404,No,No,No,2930408.296257019,8759.384303522174,,
603,6059001801,92833,5510,44.03562,80.91275845,59.72683992,7.292635291,90.4542626,22.4,68.96988104,14.9,77.14169712,41.8,71.90954774,6.8,65.62988027,32.4,93.72623574,58.21096041,6.038368607,62.69541099,12.6134,79.7096,7.677,68.4755,17.4773,2.4682,0.5626,8.7659,0.5626,1.6878,Orange ,Fullerton,Yes,Yes,Yes,Yes,Yes,6059001801,Yes,Yes,Yes,1761872.0385742188,6952.503180988425,,
605,6059089106,92843,4226,46.31839411,83.64851236,50.25120738,6.135662439,70.98942128,49.1,96.03897747,35.2,97.67221546,46.8,78.34170854,1.2,1.900052056,26.4,83.49809886,72.77415633,7.549045367,83.698941,13.7482,74.1363,12.1155,72.4562,7.8088,0.0947,0,19.0724,0.1183,0.4496,Orange ,Garden Grove,Yes,Yes,Yes,Yes,Yes,6059089106,Yes,Yes,Yes,734678.9410400391,4045.373309489458,,
607,6059086802,92801,5874,53.90901319,91.56580938,63.18143416,7.714440562,94.36216553,22.8,69.64059732,14.3,75.53119502,33.1,58.79396985,6.1,58.35502343,30.2,90.87452471,67.36620599,6.988065144,76.46243066,12.9554,75.0255,12.0191,57.5928,17.8924,2.9282,0,20.5482,0.1362,0.9023,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059086802,No,No,No,1855500.207824707,6008.978513988751,,
629,6059088802,92844,4984,40.92493026,76.50025214,47.60336167,5.812361005,63.89545737,32.6,83.14350797,25.6,92.90837732,48,79.66080402,5.9,56.19469027,28.5,87.8833967,67.87666747,7.04101659,77.16843167,7.1027,77.2673,15.63,28.6717,13.764,0.0401,0,55.2167,0.0602,2.2472,Orange ,Garden Grove,Yes,Yes,Yes,Yes,Yes,6059088802,Yes,No,Yes,1200177.2977142334,5759.500928716417,,
631,6059089004,92703,6883,45.16000376,82.19868886,52.56924103,6.418693888,76.98817673,37.4,87.67400658,33.6,97.11733658,48.4,80.11306533,4.1,32.27485685,33.4,94.91761724,67.82541334,7.035699871,77.10539586,12.9595,72.6718,14.3687,50.2978,6.5088,0,0,42.1037,0,1.0896,Orange ,Santa Ana,Yes,Yes,Yes,Yes,Yes,6059089004,Yes,Yes,Yes,1300048.2072219849,4846.586857788444,,
633,6059088501,92843,6883,36.00332277,69.1376702,52.57326518,6.419185235,77.00062228,29.5,79.58744622,24.1,91.46027879,34.2,60.45226131,3.5,23.7506507,17.7,52.61089987,54.06893557,5.608706004,56.21533031,15.9523,73.282,10.7657,52.2737,13.4534,0.4068,0.1017,31.3381,0.276,2.1502,Orange ,Garden Grove,Yes,Yes,No,Yes,Yes,6059088501,No,No,No,1306221.301689148,5442.603606061199,,
674,6059087106,92802,4819,41.00688184,76.66414523,49.26580809,6.015345383,68.52520224,39.4,89.52164009,12.2,69.22452294,44.4,75.30150754,6.2,59.38313378,27.1,85.05703422,65.71754371,6.817045279,74.11749874,13.9033,64.723,21.3737,66.7773,18.4893,2.3241,0,11.8489,0,0.5603,Orange ,Anaheim,Yes,No,Yes,Yes,Yes,6059087106,Yes,Yes,Yes,927675.9990997314,5185.830185593657,,
678,6059087300,92805,10714,48.24666581,85.81694402,60.52227164,7.389757345,91.61169882,29.5,79.58744622,17,81.35065638,51.8,83.86934673,6.3,60.56741281,16.5,46.46387833,62.93935269,6.528856572,70.12102874,14.0004,79.7741,6.2255,71.9246,14.8031,0.924,0,11.0416,0.1027,1.204,Orange ,Anaheim,No,No,Yes,Yes,No,6059087300,Yes,Yes,Yes,1630282.8485412598,5253.17132574348,,
683,6059086803,92801,8751,42.16733757,78.26525466,56.7581021,6.930152993,85.84940884,19.7,64.2622121,12.4,69.79293544,33.7,59.66080402,5.6,52.5247267,26.6,83.94169835,58.65681835,6.084618566,63.401412,9.7817,74.3229,15.8953,41.5153,26.3856,3.4739,0,26.637,0.5371,1.4513,Orange ,Anaheim,Yes,No,Yes,Yes,Yes,6059086803,No,No,No,1944257.1753845215,6405.55291719507,,
685,6059087902,90680,5408,40.23390621,75.3530005,57.79036507,7.056192097,87.42999378,28.7,78.51176917,24.7,92.04222493,42.9,73.31658291,4.7,40.60385216,36.3,97.03422053,54.96762185,5.70192898,57.65254665,16.1243,69.0643,14.8114,49.3898,7.1006,0.8321,3.2914,38.2396,0.4068,0.7396,Orange ,Stanton,Yes,No,Yes,Yes,Yes,6059087902,Yes,No,Yes,1116719.6700057983,4383.066101449673,,
686,6059087803,90680,5902,54.29081271,91.89359556,64.89490861,7.923655451,95.79340386,38.2,88.4712731,18.4,84.16565164,54.7,86.85929648,7.1,68.40187402,29.8,90.24081115,66.05198968,6.851738197,74.4831064,18.9427,72.3314,8.7259,58.2514,7.9126,0.9488,0,28.8716,1.9824,2.0332,Orange ,Stanton,Yes,Yes,Yes,Yes,Yes,6059087803,Yes,Yes,Yes,1290950.422782898,4822.702631674356,,
712,6059099801,92683,5742,40.1623926,75.25214322,58.085179,7.092188818,87.8780336,29,78.92938497,17.6,82.47394776,37.2,64.89949749,4.5,37.71473191,22.4,71.88846641,54.59142512,5.662905153,56.99697428,8.8819,75.4789,15.6392,35.1445,15.5521,1.2191,0.7663,46.9,0,0.418,Orange ,Westminster,No,No,Yes,Yes,No,6059099801,No,No,No,1485486.5712127686,6337.233567198685,,
740,6059001402,90631,5023,33.59623537,65.17902168,51.26993398,6.260048756,73.46608587,22.6,69.37484181,5.5,40.43848965,26.5,47.5,7.1,68.40187402,22.2,71.15335868,51.73661894,5.366768963,53.05093293,14.6924,75.6719,9.6357,59.0484,31.1567,1.1149,0.5574,6.9679,0,1.1547,Orange ,La Habra,Yes,Yes,No,Yes,Yes,6059001402,No,No,No,1237570.189315796,4617.792929344631,,
741,6059001202,90631,3662,41.32260203,77.10539586,53.24165291,6.500795245,78.68077162,28.6,78.33459884,9,57.76153742,40.6,69.96231156,8.7,79.72410203,15.2,39.69581749,61.27824482,6.356545695,67.58698941,12.2611,75.2594,12.4795,85.3905,12.343,0,0,1.8023,0,0.4642,Orange ,La Habra,Yes,Yes,Yes,Yes,Yes,6059001202,No,No,No,873619.8160247803,4811.663365746662,,
747,6059088902,92843,5019,41.5934799,77.44578921,45.42272346,5.546105513,57.82202862,31.8,82.18172615,27.8,94.424144,35,61.75879397,3.1,18.31077564,27.5,85.95690748,72.29733243,7.49958323,83.16944024,10.3009,74.9153,14.7838,32.0582,4.0247,0.1992,1.4943,61.6657,0,0.5579,Orange ,Garden Grove,Yes,No,Yes,Yes,Yes,6059088902,No,No,No,1288648.8704986572,4810.411570658082,,
748,6059099904,92683,6116,45.08056434,82.11043873,55.28305939,6.750050571,82.98693217,28.8,78.62566439,27.3,94.13993775,49.1,80.77889447,6.1,58.35502343,29.6,89.83523447,64.38244443,6.678552089,72.07513868,14.5847,72.5474,12.8679,34.8757,17.3806,1.0955,0,42.119,0,4.5291,Orange ,Westminster,Yes,Yes,Yes,Yes,Yes,6059099904,Yes,Yes,Yes,1313440.66532135,4862.69623798465,,
749,6059088101,92841,2285,50.65899435,88.54009077,64.30499344,7.851626926,95.27069073,21.1,66.62870159,,,30.2,54.23366834,3.4,22.56637168,18,54.06844106,62.19880668,6.452037881,69.03681291,10.9409,77.0678,11.9912,38.512,30.5908,7.221,0,18.3807,0,5.2954,Orange ,Garden Grove,Yes,Yes,Yes,Yes,Yes,6059088101,No,No,No,3507067.5071792603,8486.544233487362,,
751,6059110606,90621,4541,44.869047,81.85829551,60.39266594,7.373932516,91.52457996,22.8,69.64059732,17.8,82.8393558,41.6,71.54522613,5.2,46.99375325,20.4,64.46134347,58.65875361,6.084819315,63.41401916,12.4642,78.617,8.9187,54.7897,7.3332,7.8617,0,29.1125,0,0.9029,Orange ,Buena Park,Yes,Yes,Yes,Yes,Yes,6059110606,No,No,No,1038418.872253418,4290.505515506822,,
753,6059001802,92833,7823,40.09468871,75.0630358,56.685371,6.92127254,85.65028002,26.5,75.55049355,17,81.35065638,39.7,68.83165829,7.2,69.13066111,23.4,75.34854246,55.84522426,5.792964875,59.22844175,19.5449,72.9643,7.4907,71.8139,14.4062,1.4572,0,10.6353,0,1.6873,Orange ,Fullerton,Yes,Yes,Yes,Yes,Yes,6059001802,Yes,No,Yes,1176318.6821594238,4709.9493698984425,,
781,6059089001,92703,7077,43.33357893,79.95461422,49.76829109,6.076698457,69.74486621,39.4,89.52164009,27,93.95046691,51,83.04020101,7.1,68.40187402,23,74.04309252,68.7451426,7.131105689,78.50479072,11.1629,75.809,13.0281,37.1485,3.1511,0,0,59.0504,0.1554,0.4946,Orange ,Santa Ana,Yes,Yes,Yes,Yes,Yes,6059089001,Yes,No,Yes,1305098.197517395,4850.787200187515,,
782,6059089003,92843,3856,51.616547,89.54866364,55.15267278,6.734130392,82.68823895,31.6,81.92862566,28.4,94.87075382,40.1,69.34673367,4.2,33.57626236,31.8,92.94043093,73.89117469,7.664916477,85.2118003,15.4564,78.501,6.0425,58.0913,3.1639,0.4149,0.5187,37.2666,0,0.5446,Orange ,Garden Grove,Yes,Yes,Yes,Yes,Yes,6059089003,Yes,No,Yes,1303043.6453170776,4841.323822529532,,
786,6059001201,90631,5594,45.2006413,82.21129602,51.26859714,6.259885528,73.45364032,30.9,81.23259934,16,79.37474624,41.5,71.41959799,6.4,61.53045289,19.2,59.7338403,69.60867212,7.220681768,79.58900656,15.8026,76.6714,7.5259,80.8009,12.9603,0.4112,0.5363,4.0043,0,1.2871,Orange ,La Habra,Yes,Yes,Yes,Yes,Yes,6059001201,Yes,No,Yes,872879.9629898071,4328.025131920177,,
788,6059001304,90631,3982,54.82223491,92.37266768,65.22753122,7.964268606,96.00497822,26.9,76.18324475,15.8,78.99580457,46.9,78.45477387,14.7,96.57730349,17.7,52.61089987,66.35841154,6.883524103,74.89914271,16.4992,71.1452,12.3556,74.887,14.44,1.4314,0,8.1868,0,1.0547,Orange ,La Habra,Yes,Yes,Yes,Yes,Yes,6059001304,Yes,No,Yes,1255775.576850891,6692.785314785716,,
824,6059086701,92801,9054,43.8463956,80.61018659,63.52717486,7.756655431,94.67330429,24.3,71.88053657,12.6,70.30721343,26.4,47.3241206,4.4,36.4393545,18,54.06844106,54.49347991,5.652745051,56.87090267,11.7738,73.1169,15.1093,52.3084,17.9589,0.6075,0,28.2196,0,0.9057,Orange ,Anaheim,Yes,Yes,Yes,Yes,Yes,6059086701,No,No,No,2122805.1269226074,7781.4990393892185,,
837,6059087901,90680,4030,50.18095066,88.0484115,58.82428602,7.182433639,89.30927194,24.7,72.63983802,25.5,92.80010827,39.5,68.4798995,2.3,8.69338886,27.3,85.50063371,67.35229623,6.986622249,76.43721634,9.727,74.665,15.6079,32.7047,17.3449,0.7444,0,47.4194,0,1.7866,Orange ,Stanton,Yes,Yes,Yes,Yes,Yes,6059087901,Yes,No,Yes,1110034.8406143188,4376.6223525467885,,
871,6059110302,90620,5975,36.96089519,70.52445789,55.71016084,6.802199572,83.64654636,19.8,64.51531258,13.2,71.91771552,20.1,34.48492462,2.1,7.144716294,16.3,45.5513308,52.38153918,5.433668154,53.93343419,9.4393,77.2385,13.3222,50.6276,22.1423,0.0837,0.8703,23.7155,0.6862,1.8745,Orange ,Buena Park,Yes,Yes,No,Yes,Yes,6059110302,No,No,No,2192067.0110931396,5954.977492260873,,
872,6059087806,92804,6654,39.67593923,74.44528492,48.06190171,5.868348653,65.2022402,38.7,88.97747406,18,83.35363378,44.2,74.97487437,3.1,18.31077564,32.7,94.15716096,65.17731297,6.761005792,73.22239032,16.9522,71.1151,11.9327,65.5095,14.0216,1.6381,0,14.2922,0,4.5386,Orange ,Anaheim,Yes,Yes,No,Yes,Yes,6059087806,Yes,Yes,Yes,1218278.6347579956,4737.298510451381,,
896,6059001401,90631,4495,40.23673133,75.36560767,49.29131428,6.018459683,68.6372122,19.8,64.51531258,13.3,72.2560563,37.6,65.54020101,8.6,78.96928683,25.6,81.83776933,64.4499347,6.685553024,72.17599597,15.6618,68.4316,15.9066,57.9978,30.2558,0.3782,0.178,7.7419,0,3.4483,Orange ,La Habra,Yes,No,Yes,Yes,Yes,6059001401,No,No,No,1606705.4025802612,6134.242881459019,,
902,6059110500,90620,8677,60.66260527,96.10438729,70.64660215,8.62593609,98.70566273,33.1,83.57377879,21.3,88.14453918,54.7,86.85929648,6,57.24882874,26.8,84.46134347,67.79535917,7.032582277,77.04236006,12.7348,75.314,11.9511,53.7859,12.8155,6.0274,0.5532,23.5335,3.1693,0.1152,Orange ,Buena Park,Yes,Yes,Yes,Yes,Yes,6059110500,Yes,Yes,Yes,4562173.453765869,10269.279678664228,,
906,6059087105,92802,4614,43.9080499,80.69843671,53.61882395,6.546847755,79.41505912,26,74.95570742,17.2,81.70253079,36.9,64.49748744,5.7,53.8912025,20.2,63.6121673,64.65424604,6.70674675,72.40292486,12.072,72.15,15.7781,50.13,23.7971,0.5202,0,23.4504,0,2.1023,Orange ,Anaheim,Yes,No,Yes,Yes,Yes,6059087105,No,No,No,1730116.8004455566,5548.664582121945,,
5695,6037573003,90806,1843,41.26852857,77.0297529,56.13092048,6.853574241,84.64219042,29.3,79.4229309,7.1,49.0864799,40.8,70.33919598,3.6,25.23425299,20.8,66.07097592,58.04796603,6.021460791,62.49369642,14.1074,73.1416,12.7509,45.4693,24.9593,5.4259,0.5969,20.7813,0,2.7672,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037573003,No,No,No,449705.2519226074,2746.793937237456,,
5696,6037571704,90805,4076,45.07913323,82.09783157,44.68785614,5.456378359,55.89296826,23,69.91900785,10.5,63.68926783,47.6,79.1959799,7.3,69.9765747,23.3,75.10773131,79.64457943,8.261731549,92.23398891,13.0765,78.9745,7.949,64.2542,9.1266,16.7812,0.8096,8.1207,0,0.9078,Los Angeles,Long Beach,No,No,Yes,Yes,No,6037571704,Yes,No,Yes,481164.363319397,3409.734442239448,,
5697,6037570403,90805,4832,74.36867631,99.59657085,67.45026163,8.235663548,97.22464219,45.2,93.78638319,14.9,77.14169712,57.6,89.76130653,9.8,85.48932847,32.4,93.72623574,87.05156828,9.03007704,97.89460414,25.1656,70.8816,3.9528,84.2508,3.4768,4.7392,0,6.7053,0,0.8278,Los Angeles,Long Beach,Yes,Yes,Yes,Yes,Yes,6037570403,Yes,Yes,Yes,571871.0175170898,3222.654467501212,,
5699,6037552302,90650,4107,43.52939773,80.15632879,61.37921262,7.494389669,92.60734287,15.9,57.51708428,7.1,49.0864799,25.8,45.96733668,3.1,18.31077564,17.1,49.72116603,55.99271575,5.808264536,59.54362078,9.1308,72.8756,17.9937,56.6107,13.9518,7.6211,0,20.672,0.2922,0.8522,Los Angeles,Norwalk,Yes,Yes,Yes,Yes,Yes,6037552302,No,No,No,955186.1130981445,4583.174521054782,,
5700,6037503104,90605,2542,47.13213919,84.59404942,52.67894421,6.432088625,77.33665215,36.4,86.72487978,21.9,89.03775883,44.6,75.51507538,4.9,43.0895367,15.5,41.38149556,70.63993255,7.327656993,80.8623298,13.0999,77.3013,9.5987,85.2478,4.4453,0,0.8261,3.4618,6.0189,0,Los Angeles,South Whittier,Yes,Yes,Yes,Yes,Yes,6037503104,No,No,No,546867.67918396,3332.5332687777563,,
5703,6037550202,90650,5710,44.30886915,81.25315179,56.98149098,6.95742873,86.19788426,22.4,68.96988104,7,48.72107186,34.8,61.54522613,5.3,48.25611661,17.1,49.72116603,61.3941575,6.368569607,67.85173979,13.8529,75.0963,11.0508,71.8039,10.6305,6.5674,0.7881,8.0035,0.1926,2.014,Los Angeles,Norwalk,Yes,Yes,Yes,Yes,Yes,6037550202,No,No,No,1265811.993888855,5090.763772308919,,
5704,6037550201,90650,2911,37.24940893,70.89006556,57.21987716,6.986535636,86.50902302,19.7,64.2622121,11.3,66.59899851,30.6,54.78643216,4.6,39.21134826,14,33.20659062,51.39757764,5.33159936,52.62228946,17.6572,71.7623,10.5806,80.4191,8.3476,3.607,0,5.9773,0.2405,1.4085,Los Angeles,Norwalk,Yes,Yes,No,Yes,Yes,6037550201,No,No,No,568906.0927658081,3903.9826572395136,,
5705,6037544002,90810,3187,45.50493074,82.56429652,65.1545679,7.9553598,95.96764157,29.6,79.72665148,5.4,39.82947625,26.2,46.82160804,4.1,32.27485685,9,10.1774398,55.14216016,5.720034277,57.86686838,10.4173,76.4669,13.1158,60.5899,11.641,7.0599,0.3452,14.3081,0.6275,5.4283,Los Angeles,Carson,No,Yes,Yes,Yes,No,6037544002,No,No,No,1146103.8994979858,4537.845435659268,,
5706,6037544001,90810,4574,56.54553926,93.6207766,65.54834318,8.003439682,96.22899813,32.1,82.54872184,7.3,50.00676682,30.1,54.14572864,3.6,25.23425299,29.7,90,68.10936292,7.065154672,77.50882501,12.0463,77.8094,10.1443,69.4359,7.0179,6.2965,0,11.3249,4.9847,0.9401,Los Angeles,Carson,Yes,Yes,Yes,Yes,Yes,6037544001,No,No,No,2285664.58127594,6349.760506085149,,
